name,tag,iteration_start,iteration_end,batch_size,prompt_tasks_in_batch,memory,pending_requests,pending_tasks,blocked_tasks,pending_prompts,earliest_request_id,memory_allocs_size,num_contiguous_iterations,batch_tokens,pending_tokens
None_39,token,1.2421619406439097,1.4305136411101744,1,0,811073536.0,2,1,0,0,15666,2,13.0,0,1
None_39,token,1.4305136411101744,3.0477454935704174,2,0,872415232.0,3,1,0,0,15666,3,102.0,0,1
None_39,token,3.0477454935704174,3.2963821565544538,3,0,1079508992.0,3,0,0,0,15666,4,15.0,0,0
None_39,token,3.296382156554453,5.163287234350992,2,0,1018167296.0,3,1,0,0,15666,3,123.0,0,1
None_39,token,5.163287234350992,6.145804514967361,3,0,1244659712.0,4,1,0,0,15666,4,62.0,0,1
None_39,token,6.145804514967361,6.419756046871115,4,0,1253572608.0,4,0,0,0,15666,5,17,0,0
None_39,token,6.419756046871115,7.314179184245994,3,0,1244659712.0,4,1,0,0,15666,4,56.0,0,1
None_39,token,7.314179184245994,7.961003532968224,4,0,1276641280.0,4,0,0,0,15666,5,40.0,0,0
None_39,token,7.961003532968224,8.053640621306252,3,0,465567744.0,4,1,0,0,15753,4,6.0,0,1
None_39,token,8.053640621306252,8.293601301213457,4,0,682098688.0,4,0,0,0,15753,5,15.0,0,0
None_39,token,8.293601301213457,8.42069364559644,3,0,650117120.0,4,1,0,0,15753,4,8.0,0,1
None_39,token,8.42069364559644,8.71699625556725,4,0,845152256.0,5,1,0,0,15753,5,18.0,0,1
None_39,token,8.71699625556725,9.268358202488232,5,0,898629632.0,6,1,0,0,15753,6,33.0,0,1
None_39,token,9.268358202488232,9.302193726493073,6,0,944766976.0,6,0,0,0,15753,7,2.0,0,0
None_39,token,9.302193726493073,10.381091304253236,5,0,737673216.0,5,0,0,0,15872,6,67.0,0,0
None_39,token,10.381091304253236,10.685411652998335,4,0,684195840.0,4,0,0,0,15872,5,19.0,0,0
None_39,token,10.685411652998335,11.511566651141184,3,0,638058496.0,4,1,0,0,15872,4,52.0,0,1
None_39,token,11.511566651141184,11.742319096346504,4,0,886571008.0,5,1,0,0,15872,5,14.0,0,1
None_39,token,11.742319096346504,12.134751902680762,5,0,1120927744.0,5,0,0,0,15872,6,23.0,0,0
None_39,token,12.134751902680762,12.478226833436523,4,0,894435328.0,5,1,0,0,16024,5,21.0,0,1
None_39,token,12.478226833436523,12.893911281203641,5,0,929038336.0,6,1,0,0,16024,6,25.0,0,1
None_39,token,12.893911281203641,13.367402215500686,6,0,993001472.0,7,1,0,0,16024,7,28.0,0,1
None_39,token,13.367402215500686,13.595769530225374,7,0,1233125376.0,7,0,0,0,16024,8,13.0,0,0
None_39,token,13.595769530225374,13.821354370476433,6,0,1198522368.0,7,1,0,0,16024,7,13.0,0,1
None_39,token,13.821354370476433,14.614746840084708,7,0,1407188992.0,7,0,0,0,16024,8,44.0,0,0
None_39,token,14.614746840084708,14.928592546340367,6,0,1212153856.0,6,0,0,0,16024,7,18.0,0,0
None_39,token,14.928592546340367,15.028953904641225,5,0,995622912.0,5,0,0,0,16223,6,6.0,0,0
None_39,token,15.028953904641224,16.395238161728848,4,0,931659776.0,5,1,0,0,16223,5,83.0,0,1
None_39,token,16.395238161728848,16.893984279466803,5,0,1139802112.0,6,1,0,0,16223,6,29.0,0,1
None_39,token,16.893984279466803,18.963798001436746,6,0,1201143808.0,6,0,0,0,16223,7,117,0,0
None_39,token,18.963798001436746,19.43852584259342,5,0,1139802112.0,5,0,0,0,16223,6,27.0,0,0
None_39,token,19.43852584259342,19.65780647857553,4,0,905445376.0,4,0,0,0,16223,5,13.0,0,0
None_39,token,19.65780647857553,20.641917129370142,3,0,656932864.0,3,0,0,0,16328,4,61.0,0,0
None_39,token,20.641917129370142,20.79573572095482,2,0,448266240.0,3,1,0,0,16328,3,10.0,0,1
None_39,token,20.79573572095482,21.066746817974654,3,0,638058496.0,4,1,0,0,16328,4,17.0,0,1
None_39,token,21.066746817974654,21.183210335619542,4,0,847773696.0,4,0,0,0,16328,5,7.0,0,0
None_39,token,21.183210335619542,23.02104092702186,3,0,607649792.0,3,0,0,0,16493,4,116.0,0,0
