request_ids,response_times,queue_times,ttft_times,tbt_times,nth_token_overheads,prompt_sizes,token_sizes
15626,0.4326930393372821,0.0,0.02699273008363068,0.03380835910447095,0.007647871176407084,120,12
15636,0.9467416548013863,0.0,0.02699273008363079,0.038322871863239814,0.025700309253651188,91,24
15612,2.036516347898575,0.0,0.08741515856107812,0.03543820344249995,0.03155811538995745,1646,55
15617,2.4157709630039363,0.0,0.02393495987884442,0.03276487675513824,0.013855507188732852,227,73
15615,3.251545915617553,0.0,0.3332428861556485,0.04053198652030423,0.0345480967932037,5939,72
15616,3.5459225068878615,0.0,0.10435649244988976,0.040971023981404425,0.01820184166317418,1965,84
15622,3.560883427571723,0.0,0.02303871688778636,0.035378447106839364,0.007641540972797012,437,100
15638,2.980883427571723,0.0,0.023196877415620154,0.03651464876735929,0.004112103718755922,440,81
15634,3.310822646527312,0.0,0.33341121898246584,0.04881002340237453,0.02555928513911221,5942,61
15630,3.4984766094976836,0.01908470369194204,0.140733226538456,0.0453749105805301,0.02195336471945497,2168,74
15605,4.340110995825781,0.0,0.05910879190673144,0.03891820185380954,0.004245758056640618,1113,110
15663,2.727860699471905,0.0,0.023091437063730957,0.0450794877068029,0.022990867845571472,219,60
15628,4.037759347591505,0.0,0.04821322263929029,0.047494596725621605,0.033830529448211855,927,84
15641,3.8370083287452825,0.0,0.06675629059008226,0.04435590633123765,0.02987930353955659,1257,85
15623,4.497470217971832,0.0,0.14639344838863233,0.045323716349824995,0.0364699416731914,2609,96
15643,3.9465768203259466,0.0,0.02182615284106082,0.03924750667484886,0.024201234337757338,414,100
15650,3.6164922897620233,0.0,0.05586922649225645,0.05160323280101111,0.0404655456221259,1052,69
15606,5.324835228359277,0.0,0.05128180962496252,0.043583086105242266,0.00376129150390625,986,121
15637,4.332657934671581,0.0,0.07296988327030451,0.04483882159369765,0.029891997129053216,1374,95
15624,4.940821304266386,0.0,0.29418967033407406,0.04943225142481183,0.04265859018614515,5243,94
15620,5.111454880358531,0.0,0.021931593192949905,0.04712521562190353,0.02859682768602556,416,108
15635,4.571454880358531,0.0,0.020771749322168853,0.049463947076482204,0.01190315938722919,394,92
15688,2.675429020621901,0.0,0.02699273008363079,0.05517575605288063,0.05085325464316659,37,48
15648,4.276024477278941,0.0,0.16934282377803456,0.04106681653500907,0.018011897233860097,3018,100
15664,3.6360244772789416,0.0,0.03656299408351771,0.042346605684652046,0.037568973353949264,703,85
15651,4.044186648095293,0.0,0.021351671257559435,0.05224461008880174,0.019902388005297755,405,77
