name,tag,iteration_start,iteration_end,batch_size,prompt_tasks_in_batch,memory,pending_requests,pending_tasks,blocked_tasks,pending_prompts,earliest_request_id,memory_allocs_size,num_contiguous_iterations,batch_tokens,pending_tokens
None_13,prompt,4.4,6.848403083279276,1,1,137956984320,1,0,0,0,15631,2,1,1127,0
None_13,prompt,7.5,14.16119894956885,1,1,142914127360.0,1,0,0,0,15648,2,1,3018,0
None_13,prompt,14.4,14.882401106109311,1,1,135589824000.0,1,0,0,0,15687,2,1,224,0
None_13,prompt,16.7,17.21901190434082,1,1,135634388480.0,1,0,0,0,15697,2,1,241,0
None_13,prompt,20.699999999999996,32.87745743012274,1,1,149014218240.0,1,0,0,0,15717,2,1,5345,0
None_13,prompt,32.9,33.3242545442122,1,1,135519045120.0,1,0,0,0,15786,2,1,197,0
None_13,prompt,33.4,34.32315129195429,1,1,136124597760.0,1,0,0,0,15788,2,1,428,0
None_13,prompt,34.5,44.185008706352065,1,1,146146362880.0,1,0,0,0,15796,2,1,4251,0
None_13,prompt,45.2,47.433325971260956,1,1,137697461760.0,1,0,0,0,15860,2,1,1028,0
None_13,prompt,47.5,48.36275821677971,1,1,136051197440.0,2,1,0,1,15882,2,1,400,1348
None_13,prompt,48.36275821677971,51.29128293395847,1,1,138536322560.0,1,0,0,0,15885,2,1,1348,0
None_13,prompt,51.8,54.03984345950393,1,1,137705326080.0,1,0,0,0,15912,2,1,1031,0
None_13,prompt,57.6,59.82898097909897,1,1,137692218880.0,1,0,0,0,15939,2,1,1026,0
None_13,prompt,60.39999999999999,64.32653178637607,1,1,139666163200.0,1,0,0,0,15958,2,1,1779,0
None_13,prompt,66.0,72.01008772023724,1,1,142140802560.0,1,0,0,0,15992,2,1,2723,0
None_13,prompt,72.1,79.11713169032329,1,1,143076656640.0,1,0,0,0,16022,2,1,3080,0
None_13,prompt,80.2,83.2762544506863,1,1,138714580480.0,1,0,0,0,16071,2,1,1416,0
None_13,prompt,83.6,84.28268370819933,1,1,135833617920.0,1,0,0,0,16093,2,1,317,0
None_13,prompt,85.8,90.53214398537959,1,1,140622988800.0,1,0,0,0,16103,2,1,2144,0
None_13,prompt,90.6,92.9745382165255,1,1,137867855360.0,1,0,0,0,16138,2,1,1093,0
None_13,prompt,93.1,95.33767096342294,1,1,137702704640.0,1,0,0,0,16152,2,1,1030,0
None_13,prompt,95.4,96.86668896852552,1,1,136785200640.0,1,0,0,0,16164,2,1,680,0
None_13,prompt,96.9,99.2137083262577,1,1,137794455040.0,1,0,0,0,16177,2,1,1065,0
None_13,prompt,100.0,100.91236681424455,1,1,136111490560.0,3,2,0,2,16200,2,1,423,1286
None_13,prompt,100.91236681424455,103.70619677440173,2,2,138376414720.0,3,1,0,1,16206,3,1,1286,982
None_13,prompt,103.70619677440173,105.839587925937,1,1,137576875520.0,2,1,0,1,16218,2,1,982,425
None_13,prompt,105.839587925937,106.75626853126543,1,1,136116733440.0,2,1,0,1,16237,2,1,425,1020
None_13,prompt,106.75626853126543,108.97221453387844,1,1,137676490240.0,2,1,0,1,16250,2,1,1020,402
None_13,prompt,108.97221453387844,109.83928654174206,1,1,136056440320.0,3,2,0,2,16256,2,1,402,1128
None_13,prompt,109.83928654174206,112.28986212110233,2,2,137962227200.0,4,2,0,2,16265,3,1,1128,1240
None_13,prompt,112.28986212110233,114.98375726153384,2,2,138255828480.0,3,1,0,1,16283,3,1,1240,920
None_13,prompt,114.98375726153384,116.98245365604754,1,1,137414346240.0,1,0,0,0,16286,2,1,920,0
None_13,prompt,117.7,125.2001290664105,1,1,143632401920.0,1,0,0,0,16313,2,1,3292,0
None_13,prompt,127.7,129.61831403951695,1,1,137317352960.0,1,0,0,0,16375,2,1,883,0
