request_id,request_type,node_id,node_type,runner,start_timestamp,completion_timestamp
7718,2,0,PROMPT,None_1,0.11499999999999999,0.12623515541384336
7718,2,1,TOKEN,None_42,0.1262351715271246,0.1962560716496379
7718,2,2,KVCacheTransfer,DummyLink,0.12623515541384336,0.1262351715271246
7720,2,0,PROMPT,None_0,0.12,0.20001390688441845
7720,2,1,TOKEN,None_24,0.20001412644822053,0.29193723353636947
7720,2,2,KVCacheTransfer,DummyLink,0.20001390688441845,0.20001412644822053
7717,2,0,PROMPT,None_6,0.10500000000000001,0.14529930378859712
7717,2,1,TOKEN,None_30,0.14529942187127942,0.32126656437110307
7717,2,2,KVCacheTransfer,DummyLink,0.14529930378859712,0.14529942187127942
7722,2,0,PROMPT,None_4,0.135,0.2426836530382963
7722,2,1,TOKEN,None_50,0.24268394852983277,0.3217428241486493
7722,2,2,KVCacheTransfer,DummyLink,0.2426836530382963,0.24268394852983277
7729,2,0,PROMPT,None_7,0.275,0.2850435480214661
7729,2,1,TOKEN,None_15,0.28504356242576295,0.3829954219332585
7729,2,2,KVCacheTransfer,DummyLink,0.2850435480214661,0.28504356242576295
7719,2,0,PROMPT,None_2,0.11499999999999999,0.13134165506178613
7719,2,1,TOKEN,None_11,0.13134170388991112,0.38722695252736156
7719,2,2,KVCacheTransfer,DummyLink,0.13134165506178613,0.13134170388991112
7725,2,0,PROMPT,None_5,0.255,0.297965556830434
7725,2,1,TOKEN,None_14,0.2979656827256163,0.4009670141241428
7725,2,2,KVCacheTransfer,DummyLink,0.297965556830434,0.2979656827256163
7724,2,0,PROMPT,None_1,0.2,0.2667276836508308
7724,2,1,TOKEN,None_45,0.26672786675629956,0.40248953774674645
7724,2,2,KVCacheTransfer,DummyLink,0.2667276836508308,0.26672786675629956
7721,2,0,PROMPT,None_3,0.125,0.20872100042057573
7721,2,1,TOKEN,None_37,0.20872123015690386,0.42412991650571696
7721,2,2,KVCacheTransfer,DummyLink,0.20872100042057573,0.20872123015690386
7741,2,0,PROMPT,None_2,0.35,0.3601854060443681
7741,2,1,TOKEN,None_53,0.3601854352598629,0.44471914834188786
7741,2,2,KVCacheTransfer,DummyLink,0.3601854060443681,0.3601854352598629
7730,2,0,PROMPT,None_0,0.28500000000000003,0.313467805915446
7730,2,1,TOKEN,None_17,0.3134678893301595,0.4578641350953974
7730,2,2,KVCacheTransfer,DummyLink,0.313467805915446,0.3134678893301595
7727,2,0,PROMPT,None_6,0.27,0.31368766702926487
7727,2,1,TOKEN,None_28,0.31368779504033256,0.4756976191421709
7727,2,2,KVCacheTransfer,DummyLink,0.31368766702926487,0.31368779504033256
7737,2,0,PROMPT,None_0,0.315,0.346522887525884
7737,2,1,TOKEN,None_31,0.3465229798924205,0.47700087085924936
7737,2,2,KVCacheTransfer,DummyLink,0.346522887525884,0.3465229798924205
7728,2,0,PROMPT,None_2,0.27,0.3369352808888556
7728,2,1,TOKEN,None_58,0.3369354645639858,0.48781862312354096
7728,2,2,KVCacheTransfer,DummyLink,0.3369352808888556,0.3369354645639858
7747,2,0,PROMPT,None_0,0.37,0.391625456865097
7747,2,1,TOKEN,None_36,0.3916255214809824,0.5061694811740252
7747,2,2,KVCacheTransfer,DummyLink,0.391625456865097,0.3916255214809824
7735,2,0,PROMPT,None_3,0.31,0.35363212009089323
7735,2,1,TOKEN,None_63,0.3536322479392005,0.5156304882681919
7735,2,2,KVCacheTransfer,DummyLink,0.35363212009089323,0.3536322479392005
7746,2,0,PROMPT,None_2,0.365,0.4346340449831781
7746,2,1,TOKEN,None_52,0.4346342360639073,0.5254516193802976
7746,2,2,KVCacheTransfer,DummyLink,0.4346340449831781,0.4346342360639073
7755,2,0,PROMPT,None_7,0.3957421282024583,0.4455677319217851
7755,2,1,TOKEN,None_9,0.44556774657022263,0.5295359609232624
7755,2,2,KVCacheTransfer,DummyLink,0.4455677319217851,0.44556774657022263
7752,2,0,PROMPT,None_3,0.39158242556717215,0.4264103559261665
7752,2,1,TOKEN,None_39,0.42641044357265084,0.5421464787986753
7752,2,2,KVCacheTransfer,DummyLink,0.4264103559261665,0.42641044357265084
7749,2,0,PROMPT,None_0,0.391625456865097,0.4570185868429112
7749,2,1,TOKEN,None_55,0.4570187662862706,0.5473843824616281
7749,2,2,KVCacheTransfer,DummyLink,0.4570185868429112,0.4570187662862706
7750,2,0,PROMPT,None_1,0.375,0.4187154404984506
