name,tag,iteration_start,iteration_end,batch_size,prompt_tasks_in_batch,memory,pending_requests,pending_tasks,blocked_tasks,pending_prompts,earliest_request_id,memory_allocs_size,num_contiguous_iterations,batch_tokens,pending_tokens
None_2,prompt,0.25555555555555554,0.44074807097744584,1,1,1575485440,2,1,0,1,7719,2,1,600,3631
None_2,prompt,0.44074807097744584,1.6110126327177055,1,1,9521070080.0,29,28,0,28,7722,2,1,3631,49313
None_2,prompt,1.6110126327177055,1.9372865655994485,2,2,2742026240.0,42,40,0,40,7729,3,1,1044,85364
None_2,prompt,1.9372865655994485,2.3635678342303845,3,3,3583508480.0,46,43,0,43,7737,4,1,1364,102615
None_2,prompt,2.363567834230385,3.418449660332249,1,1,8582594560.0,43,42,0,42,7743,2,1,3273,99342
None_2,prompt,3.418449660332249,3.995054455511191,3,3,4844421120.0,42,39,0,39,7752,4,1,1845,97497
None_2,prompt,3.9950544555111915,4.315702975757042,1,1,2692218880.0,39,38,0,38,7756,2,1,1026,96471
None_2,prompt,4.315702975757042,4.799175939519548,1,1,4057989120.0,38,37,0,37,7764,2,1,1547,94924
None_2,prompt,4.799175939519548,6.726518842082686,1,1,15678832640.0,37,36,0,36,7772,2,1,5980,88944
None_2,prompt,6.726518842082686,7.512604015887283,1,1,6396313600.0,36,35,0,35,7772,2,1,2439,86505
None_2,prompt,7.512604015887282,8.11108541576136,1,1,5022679040.0,35,34,0,34,7772,2,1,1915,84590
None_2,prompt,8.11108541576136,8.708316723938573,1,1,5012193280.0,34,33,0,33,7772,2,1,1911,82679
None_2,prompt,8.708316723938573,9.428975374462182,1,1,5864161280.0,33,32,0,32,7772,2,1,2236,80443
None_2,prompt,9.428975374462182,10.76135590275583,1,1,10839654400.0,40,39,0,39,7772,2,1,4134,85183
None_2,prompt,10.76135590275583,11.082629468850113,1,1,2697461760.0,43,42,0,42,7772,2,1,1028,102049
None_2,prompt,11.082629468850113,12.11140514526843,1,1,8370257920.0,49,48,0,48,7771,2,1,3192,119627
None_2,prompt,12.11140514526843,14.235672213963019,1,1,17280532480.0,48,47,0,47,7779,2,1,6591,113036
None_2,prompt,14.235672213963019,15.937084117412986,1,1,13841203200.0,47,46,0,46,7791,2,1,5279,107757
None_2,prompt,15.937084117412988,16.46556038226263,3,3,4440719360.0,46,43,0,43,7806,4,1,1691,106066
None_2,prompt,16.46556038226263,16.804647755037237,1,1,2846883840.0,43,42,0,42,7815,2,1,1085,104981
None_2,prompt,16.804647755037237,17.238117050925148,1,1,3638558720.0,42,41,0,41,7816,2,1,1387,103594
None_2,prompt,17.238117050925148,17.667836071722462,1,1,3607101440.0,41,40,0,40,7816,2,1,1375,102219
None_2,prompt,17.667836071722462,18.283506232428433,3,3,5172101120.0,40,37,0,37,7816,4,1,1970,100249
None_2,prompt,18.283506232428433,19.065723828502133,1,1,6364856320.0,37,36,0,36,7818,2,1,2427,97822
None_2,prompt,19.065723828502133,21.462332829080644,1,1,19495649280.0,36,35,0,35,7818,2,1,7436,90386
None_2,prompt,21.462332829080644,22.084565971195154,3,3,5227151360.0,35,32,0,32,7818,4,1,1991,88395
None_2,prompt,22.084565971195154,24.481174971773665,1,1,19495649280.0,32,31,0,31,7831,2,1,7436,80959
None_2,prompt,24.481174971773665,25.179917348488864,1,1,5685903360.0,31,30,0,30,7831,2,1,2168,78791
None_2,prompt,25.179917348488864,27.576526349067375,1,1,19495649280.0,30,29,0,29,7831,2,1,7436,71355
None_2,prompt,27.576526349067375,28.177507932335182,2,2,5046272000.0,29,27,0,27,7831,3,1,1923,69432
None_2,prompt,28.177507932335182,30.574116932913693,1,1,19495649280.0,27,26,0,26,7829,2,1,7436,61996
None_2,prompt,30.574116932913693,31.184786726832204,3,3,5130158080.0,29,26,0,26,7829,4,1,1954,68054
None_2,prompt,31.184786726832208,32.26287401931945,1,1,8771338240.0,26,25,0,25,7829,2,1,3345,64709
None_2,prompt,32.26287401931945,34.24081773052848,1,1,16090398720.0,25,24,0,24,7834,2,1,6137,58572
None_2,prompt,34.24081773052848,34.81335972769261,1,1,4805099520.0,24,23,0,23,7845,2,1,1832,56740
None_2,prompt,34.81335972769261,36.33235088150198,1,1,12357468160.0,23,22,0,22,7849,2,1,4713,52027
None_2,prompt,36.33235088150198,36.791134534251405,3,3,3856138240.0,22,19,0,19,7856,4,1,1468,50559
None_2,prompt,36.791134534251405,38.90444346604179,1,1,17191403520.0,19,18,0,18,7857,2,1,6557,44002
None_2,prompt,38.90444346604179,39.5728898171983,1,1,5439488000.0,18,17,0,17,7857,2,1,2074,41928
None_2,prompt,39.5728898171983,39.925415675714206,2,2,2962227200.0,17,15,0,15,7857,3,1,1128,40800
None_2,prompt,39.925415675714206,40.70408799220125,1,1,6336020480.0,15,14,0,14,7857,2,1,2416,38384
None_2,prompt,40.70408799220125,41.11099283953078,1,1,3415736320.0,14,13,0,13,7857,2,1,1302,37082
None_2,prompt,41.11099283953078,42.25096137571236,1,1,9274654720.0,13,12,0,12,7857,2,1,3537,33545
None_2,prompt,42.25096137571236,42.84725511511692,1,1,5004328960.0,12,11,0,11,7860,2,1,1908,31637
None_2,prompt,42.84725511511692,43.02997839699985,1,1,1554513920.0,11,10,0,10,7865,2,1,592,31045
None_2,prompt,43.02997839699985,43.79898176915966,1,1,6257377280.0,10,9,0,9,7864,2,1,2386,28659
None_2,prompt,43.79898176915966,45.72471318100159,1,1,15665725440.0,9,8,0,8,7869,2,1,5975,22684
None_2,prompt,45.72471318100159,46.20037307165869,1,1,3992453120.0,8,7,0,7,7876,2,1,1522,21162
None_2,prompt,46.20037307165869,47.09603961450534,1,1,7287603200.0,7,6,0,6,7880,2,1,2779,18383
None_2,prompt,47.09603961450534,47.80445093554778,1,1,5764546560.0,6,5,0,5,7887,2,1,2198,16185
None_2,prompt,47.80445093554778,48.56314076709186,1,1,6173491200.0,5,4,0,4,7894,2,1,2354,13831
None_2,prompt,48.56314076709186,49.45203904890944,1,1,7232552960.0,4,3,0,3,7897,2,1,2758,11073
None_2,prompt,49.45203904890944,51.380993442193784,1,1,15691939840.0,3,2,0,2,7900,2,1,5985,5088
None_2,prompt,51.380993442193784,52.140327870026354,1,1,6178734080.0,2,1,0,1,7914,2,1,2356,2732
None_2,prompt,52.140327870026354,53.02084640009366,1,1,7164395520.0,1,0,0,0,7920,2,1,2732,0
None_2,prompt,55.233333333333334,55.63992565773865,1,1,3413114880.0,3,2,0,2,8101,2,1,1301,8436
None_2,prompt,55.63992565773865,56.36993095444526,1,1,5940183040.0,8,7,0,7,8108,2,1,2265,24327
None_2,prompt,56.36993095444526,58.35883280255849,1,1,16179527680.0,16,15,0,15,8115,2,1,6171,32553
