name,tag,iteration_start,iteration_end,batch_size,prompt_tasks_in_batch,memory,pending_requests,pending_tasks,blocked_tasks,pending_prompts,earliest_request_id,memory_allocs_size,num_contiguous_iterations,batch_tokens,pending_tokens
None_39,token,1.7512502770667875,2.3019865998819857,1,0,761856000.0,2,1,0,0,15651,3,18.0,0,1
None_39,token,2.301986599881986,3.603384921193318,2,0,1181286400.0,3,1,0,0,15651,4,42.0,0,1
None_39,token,3.603384921193318,4.105596231259394,3,0,1262387200.0,3,0,0,0,15651,4,16.0,0,0
None_39,token,4.105596231259394,4.602006410276565,2,0,5764710400.0,3,1,0,0,15668,4,16.0,0,1
None_39,token,4.602006410276565,5.538797962100684,3,0,5881856000.0,4,1,0,0,15668,5,26.0,0,1
None_39,token,5.538797962100684,6.044477152928218,4,0,5976064000.0,4,0,0,0,15668,5,14.0,0,0
None_39,token,6.044477152928218,7.008307727935005,3,0,5515673600.0,3,0,0,0,15702,4,27.0,0,0
None_39,token,7.008307727935005,8.705100226267595,2,0,5108531200.0,2,0,0,0,15722,3,48.0,0,0
None_39,token,8.705100226267595,9.40328497429321,1,0,4496588800.0,2,1,0,0,15757,3,23.0,0,1
None_39,token,9.40328497429321,9.507766001977256,2,0,4586700800.0,2,0,0,0,15757,3,3.0,0,0
None_39,token,9.507766001977256,10.41027027005074,1,0,5314969600.0,2,1,0,0,15808,3,26.0,0,1
None_39,token,10.410270270050741,13.293366258894363,2,0,5636915200.0,2,0,0,0,15808,3,81.0,0,0
None_39,token,13.293366258894363,13.823512405480972,1,0,6371737600.0,2,1,0,0,15912,3,17.0,0,1
None_39,token,13.823512405480972,14.370856249419488,2,0,6731366400.0,3,1,0,0,15912,4,15.0,0,1
None_39,token,14.370856249419488,14.99632394656253,3,0,6745292800.0,3,0,0,0,15912,4,17,0,0
None_39,token,14.996323946562532,15.215581179111032,2,0,6490521600.0,3,1,0,0,15912,4,6.0,0,1
None_39,token,15.215581179111032,17.081454317363885,3,0,7531724800.0,4,1,0,0,15912,5,51.0,0,1
None_39,token,17.081454317363885,17.383241615775002,4,0,7583334400.0,4,0,0,0,15912,5,8.0,0,0
None_39,token,17.383241615775002,17.759922100765408,3,0,7503872000.0,3,0,0,0,15912,4,10.0,0,0
None_39,token,17.759922100765408,18.341566432942972,2,0,3289088000.0,3,1,0,0,15912,4,18.0,0,1
None_39,token,18.341566432942972,19.244435172767957,3,0,3472588800.0,3,0,0,0,15912,4,27.0,0,0
None_39,token,19.244435172767957,19.439100868558015,2,0,3442278400.0,3,1,0,0,15912,4,6.0,0,1
None_39,token,19.439100868558015,19.740476714818527,3,0,4418764800.0,4,1,0,0,15912,5,9.0,0,1
