instance_names,utilizations,tot_energy,noc_energy,dram_energy,comp_energy,memory_peak
Tile,0.20331731572956388,23958.64503829968,439.86337200124217,23518.542901656318,0.23876464245113482,23.486328125
Tile,0.20662774300295075,24260.81736136805,444.27674876728486,23816.29915254718,0.24146005394033976,23.04150390625
Tile,0.1946481185070178,22748.279095939255,413.28214625599446,22334.770956334138,0.2259933494197325,22.9189453125
Tile,0.19506242823887465,23305.321858848343,419.91305748731367,22885.17812362159,0.23067773970907726,20.43359375
Tile,0.20566774396961726,24097.021692391467,444.622602393923,23652.158392429064,0.24069756880287999,21.8486328125
Tile,0.20115710672513062,23989.845718562625,430.95310077118336,23558.65518990192,0.23742788998386563,19.02880859375
Tile,0.20538639544280504,24042.595368899267,440.77835117116217,23601.57736822603,0.23964950244553987,22.97900390625
Tile,0.20333424912250544,23856.383878491335,441.7236930728265,23414.421693999066,0.2384914198677713,19.6650390625
Tile,0.9616800561906426,230494.8031874954,2149.0535688100276,228343.53439286444,2.2152258206413724,5.703125
Tile,0.9701442036538637,233484.18692967884,2175.551296399208,231306.39304005043,2.2425932294938837,1.1455078125
Tile,0.9586687201013692,236271.4346624285,2199.531560184201,234069.63571182132,2.267390423456921,4.2470703125
Tile,0.9671966221958863,228409.63764471174,2129.102966200897,226278.33999766974,2.1946808410848706,0.8857421875
Tile,0.9660675014160869,233902.32721631098,2177.8162155991836,231722.26600889018,2.244991821702968,1.19189453125
Tile,0.9579436590677242,232840.34604962953,2170.053328757731,230668.05581466184,2.236906209832541,0.92236328125
Tile,0.9568470480083292,224009.4800846039,2087.097227220023,221920.23143733595,2.151420048378878,1.501953125
Tile,0.9557088875001367,237406.31981086012,2211.89705548802,235192.14268852782,2.2800668444317815,1.3544921875
Tile,0.9636967382238694,235581.3243608828,2194.023974275237,233385.03870962432,2.2616769831463794,0.8720703125
Tile,0.9570247724119836,225179.90505842748,2096.136592591149,223081.60765477846,2.1608110575162023,0.919921875
