instance_names,utilizations,tot_energy,noc_energy,dram_energy,comp_energy,memory_peak
Tile,0.26335472800440135,50092.23332651446,807.9607992460199,49283.67229828262,0.6002289857114118,127.9998779296875
Tile,0.28343547303779004,53393.076378401594,866.0408500096047,52526.39542191374,0.6401064788073252,127.9998779296875
Tile,0.28796454890939993,54260.292065370064,878.9680194643169,53380.6727689207,0.6512769853141924,127.9998779296875
Tile,0.9644439387845385,316698.7413105687,2738.2469430028937,313956.9557111461,3.5386564197623422,7.997894287109375
Tile,0.9613337829871983,327751.5991970028,2837.578918398763,324910.3539344955,3.666344109511169,7.99713134765625
Tile,0.9682308288853833,345511.0789419993,2981.584249345186,342525.64052646485,3.854166190834992,7.999420166015625
Tile,0.9799623523294245,335887.63861605525,2905.842401457207,332978.0412772665,3.754937332205103,7.999420166015625
Tile,0.9991175861483388,343927.1137108278,2975.8726014472045,340947.39576519874,3.8453441813404003,7.9986572265625
Tile,0.976204380377856,346775.4844796909,2997.5371261167525,343774.07347741985,3.8738761550143876,7.999420166015625
Tile,0.9695745407729177,349242.9051818882,3019.9711846537916,346219.0313279338,3.902669300243514,7.999420166015625
Tile,0.9637664501982023,326131.5959019252,2826.293326016845,323301.65130736487,3.651268543427229,7.999420166015625
Tile,0.9660634988010359,331821.1611449303,2874.685612325735,328942.76158181217,3.713950792645655,7.9986572265625
Tile,0.9740392650509103,335118.07306026836,2894.193313644623,332220.1389620029,3.7407846210362243,7.9986572265625
Tile,0.9653463127208747,335355.90353284235,2902.5138247824375,332449.63930127205,3.750406787087839,7.999420166015625
Tile,0.9824216499852589,331994.1019004981,2875.585789257761,329114.8008897436,3.715221496295388,7.997894287109375
Tile,0.977250642480273,326995.01329271455,2832.4595054745346,324158.8943156471,3.6594715925720522,7.9986572265625
Tile,0.974776614499511,321202.1832602182,2784.4623373792147,318414.12385531975,3.597067518883737,7.9986572265625
Tile,0.9833140163565356,347554.89383252943,3005.369847142089,344545.64018434315,3.8838010443506206,7.999420166015625
Tile,0.9604065992347898,327787.5672949308,2835.866358526323,324948.03644025984,3.6644961440285435,7.999420166015625
Tile,0.9711585686428184,335161.4273052823,2898.318846669015,332259.3630194184,3.745439194628437,7.999420166015625
Tile,0.9834522472295228,344456.4962145734,2978.1399754100494,341474.5075479934,3.8486911699792086,7.997894287109375
Tile,0.9699334828481401,327905.96073978575,2843.239490522195,325059.04837065225,3.672878611170539,7.999420166015625
Tile,0.9600018533816562,328828.66119827423,2839.817357781479,325985.17332697933,3.6705135137406044,7.999420166015625
Tile,0.9713066986707166,331421.06798965356,2868.6462401712984,328548.71513778955,3.706611692886232,7.999420166015625
Tile,0.971262625416224,348280.1117181959,3008.9638726651774,345267.2589168987,3.8889286315987115,7.999420166015625
Tile,0.9596499481724576,329498.4192155054,2854.746732704086,326639.9843251662,3.688157635653161,7.999420166015625
Tile,0.9887668578381251,348137.5914548782,3005.419448975108,345128.287240482,3.884765421170064,7.9986572265625
Tile,0.963340013753118,324959.57156373875,2811.878559757781,322144.05959112244,3.6334128585053946,7.997894287109375
Tile,0.9672934482343472,337055.66571291315,2913.8711920926453,334138.0288342112,3.7656866091502716,7.9986572265625
Tile,0.9626970025936868,335682.66492438654,2903.887878223398,332775.02460178063,3.7524443827669005,7.999420166015625
Tile,0.9621236552667681,339908.3958025339,2940.1814008582546,336964.4150110421,3.7993906334179046,7.999420166015625
Tile,0.9725562981149809,352607.1712084288,3043.3260575624295,349559.91126520786,3.9338856582122608,7.99713134765625
Tile,0.9777732552583195,337231.56580890145,2916.6852157216294,334311.11150336213,3.7690898180917407,7.999420166015625
Tile,0.9678294109542016,333595.9835210573,2883.390354708339,330708.8667679009,3.7263984475013023,7.999420166015625
Tile,0.9633086469494705,336424.1970333234,2907.4418472999973,333512.99763313285,3.7575528900619113,7.999420166015625
